ix,polling_mean,polling_75,polling_median,polling_min,polling_25,party,polling_max,Bernie_Sanders,polling_avg_size,Donald_Trump,is_running_Ben_Carson,allCandRunning,Ben_Carson,twitter_25,twitter_75,Hillary_Clinton,twitter_mean,twitter_min,twitter_median,AFN120207,AGE135214,AGE295214,AGE775214,BPS030214,BZA010213,BZA110213,fraction_votes,votes,primary_date
152,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,7415,5.5,21.2,20.8,17,293,2754,0.468,1778,3/1/16
153,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,201205,5.8,21.6,10.3,943,2500,38782,0.33,6934,3/1/16
154,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,14796,5.5,23.4,17.9,0,393,5029,0.521,1966,3/1/16
155,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,68140,5.9,23.4,13.8,140,1308,15305,0.43,8198,3/1/16
156,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,186533,5.7,22.2,16,114,2311,34871,0.451,8960,3/1/16
157,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,67915,6.2,24.7,15.7,31,1082,16841,0.476,6247,3/1/16
158,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,10869,5.4,21.7,19.6,0,306,3323,0.499,2479,3/1/16
159,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,22719,5.3,21.7,16.8,0,407,4232,0.528,3604,3/1/16
160,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,595,6.7,23.1,17.4,5,98,1835,0.595,500,3/1/16
161,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,47884,5.9,23,14,259,1135,14056,0.478,8525,3/1/16
162,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,13948,4.8,20.4,20.9,2,379,3864,0.521,2777,3/1/16
163,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,1268154,6.6,23.1,14.3,2280,16232,319199,0.35,32853,3/1/16
164,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,2632,5.5,22.4,17.9,0,125,1570,0.515,192,3/1/16
165,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,37229,6.3,23.6,15.4,17,766,11924,0.453,4151,3/1/16
166,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,301893,6,24.4,13,896,4845,76137,0.344,18260,3/1/16
167,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,137966,5.7,22.1,17.3,79,2008,29796,0.461,8657,3/1/16
168,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,4134,5.7,23.3,18.4,1,152,1548,0.483,2120,3/1/16
169,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,327429,6,21.1,11.7,1375,4009,72917,0.375,11652,3/1/16
170,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,23596,5.6,22.6,18,11,586,6648,0.502,2308,3/1/16
171,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,67078,5.5,22.3,16.1,65,1230,23763,0.51,6304,3/1/16
172,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,596324,5.8,22.4,13.7,2677,8095,153304,0.362,23791,3/1/16
173,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,28427,6.1,23.6,18,2,393,5711,0.538,1720,3/1/16
174,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,402861,6.8,24,13.3,734,5533,101517,0.394,10517,3/1/16
175,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,28222,5.8,21.1,19.6,16,721,10771,0.528,4658,3/1/16
176,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,9241,5.7,22,19.6,0,340,3481,0.516,2352,3/1/16
177,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,56392,7.6,25.3,12.5,244,783,10489,0.474,1784,3/1/16
178,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,16684,6,23,18.6,0,478,5876,0.539,580,3/1/16
179,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,154700,6,23.1,15.9,136,2589,42569,0.446,10909,3/1/16
180,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,30271,5.9,22.1,19.8,8,834,10824,0.481,4608,3/1/16
181,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,3670,6.3,21.4,14.9,1,112,0,0.565,313,3/1/16
182,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,23237,5.9,21.4,18.3,8,515,6431,0.476,2169,3/1/16
183,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,50080,6.1,23.7,15.9,58,954,12762,0.414,4304,3/1/16
184,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,88157,6,25.2,13.8,131,817,10120,0.445,5387,3/1/16
185,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,102291,5.9,22.5,17.6,77,1714,22185,0.506,10618,3/1/16
186,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,6008,5,21.7,20.5,0,241,2943,0.504,1810,3/1/16
187,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,6302,5.2,20.5,17.8,3,266,2707,0.441,1124,3/1/16
188,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,8199,4.8,19.7,16.3,3,202,2966,0.591,166,3/1/16
189,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,3136,6.2,23.3,17.3,8,195,1966,0.521,590,3/1/16
190,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,10402,5.8,22.2,19.2,8,400,3791,0.486,3106,3/1/16
191,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,34073,6.4,24.2,15.2,78,703,7396,0.493,5273,3/1/16
192,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,16564,5,20.9,20,7,439,6321,0.561,3352,3/1/16
193,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,177224,6.2,23.7,16.1,311,2702,43139,0.404,8171,3/1/16
194,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,0,5.7,21.2,16.5,8,464,6611,0.501,1710,3/1/16
195,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,19354,4.7,18.3,16.8,1,217,5381,0.48,356,3/1/16
196,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,11345,4.9,20.6,20.8,0,255,2900,0.499,1070,3/1/16
197,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,0,4.9,22.5,17,2,217,5756,0.537,1269,3/1/16
198,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,575,4.8,18.3,18.5,0,93,992,0.553,1233,3/1/16
199,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,10757,5.3,21,14.8,19,275,3145,0.494,1959,3/1/16
200,39.36,42,36,35.8,36,1,47,0,1009.4,1,1,7,0,-0.118075,0.415575,0,0.100625,-0.8765,0,136587,5.2,20.5,18.2,54,1967,25839,0.421,7502,3/1/16
201,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,0,4.9,22.5,17,2,217,5756,0.575,1511,3/1/16
202,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,5640,6.1,22.7,18,2,211,3139,0.878,908,3/1/16
203,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,16564,5,20.9,20,7,439,6321,0.667,303,3/1/16
204,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,25389,6.6,24.3,15.9,13,510,9369,0.484,1233,3/1/16
205,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,6302,5.2,20.5,17.8,3,266,2707,0.762,2326,3/1/16
206,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,3136,6.2,23.3,17.3,8,195,1966,0.796,2426,3/1/16
207,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,33708,6.7,25.2,15.6,17,757,10420,0.744,8577,3/1/16
208,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,23237,5.9,21.4,18.3,8,515,6431,0.886,2899,3/1/16
209,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,562436,6.7,24,14.5,746,8567,147574,0.827,28927,3/1/16
210,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,67915,6.2,24.7,15.7,31,1082,16841,0.629,1297,3/1/16
211,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,6008,5,21.7,20.5,0,241,2943,0.616,442,3/1/16
212,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,1268154,6.6,23.1,14.3,2280,16232,319199,0.816,67357,3/1/16
213,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,10869,5.4,21.7,19.6,0,306,3323,0.767,660,3/1/16
214,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,102291,5.9,22.5,17.6,77,1714,22185,0.608,1275,3/1/16
215,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,28427,6.1,23.6,18,2,393,5711,0.921,2196,3/1/16
216,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,327429,6,21.1,11.7,1375,4009,72917,0.767,12136,3/1/16
217,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,7415,5.5,21.2,20.8,17,293,2754,0.856,1170,3/1/16
218,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,19354,4.7,18.3,16.8,1,217,5381,0.892,4293,3/1/16
219,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,47884,5.9,23,14,259,1135,14056,0.801,3019,3/1/16
220,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,50080,6.1,23.7,15.9,58,954,12762,0.772,1493,3/1/16
221,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,0,5.7,21.2,16.5,8,464,6611,0.906,2567,3/1/16
222,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,45692,5.7,19.4,14.1,44,628,11009,0.837,2183,3/1/16
223,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,30271,5.9,22.1,19.8,8,834,10824,0.773,737,3/1/16
224,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,8199,4.8,19.7,16.3,3,202,2966,0.809,2987,3/1/16
225,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,595,6.7,23.1,17.4,5,98,1835,0.887,3782,3/1/16
226,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,575,4.8,18.3,18.5,0,93,992,0.877,1012,3/1/16
227,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,67078,5.5,22.3,16.1,65,1230,23763,0.865,5561,3/1/16
228,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,31909,6.1,22,16.7,26,723,9977,0.885,2027,3/1/16
229,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,2632,5.5,22.4,17.9,0,125,1570,0.82,2575,3/1/16
230,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,37229,6.3,23.6,15.4,17,766,11924,0.77,1544,3/1/16
231,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,137966,5.7,22.1,17.3,79,2008,29796,0.746,4262,3/1/16
232,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,3670,6.3,21.4,14.9,1,112,0,0.913,2451,3/1/16
233,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,103539,6.6,24.5,16.3,28,1795,30306,0.621,1494,3/1/16
234,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,201205,5.8,21.6,10.3,943,2500,38782,0.736,7137,3/1/16
235,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,177224,6.2,23.7,16.1,311,2702,43139,0.783,3044,3/1/16
236,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,154700,6,23.1,15.9,136,2589,42569,0.731,3897,3/1/16
237,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,301893,6,24.4,13,896,4845,76137,0.628,6657,3/1/16
238,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,8667,5.5,21.4,20.4,3,194,2197,0.714,2031,3/1/16
239,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,70254,6.1,23,15.3,80,1266,15265,0.693,1808,3/1/16
240,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,12949,5.7,24.8,17.7,0,189,1738,0.843,3337,3/1/16
241,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,1226,5.9,23.3,17.9,4,99,1379,0.901,2714,3/1/16
242,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,402861,6.8,24,13.3,734,5533,101517,0.862,28650,3/1/16
243,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,4352,5.3,21.6,19.4,0,190,2993,0.818,807,3/1/16
244,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,61935,5.7,21.7,18.5,143,1226,19820,0.65,3879,3/1/16
245,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,34073,6.4,24.2,15.2,78,703,7396,0.731,860,3/1/16
246,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,596324,5.8,22.4,13.7,2677,8095,153304,0.686,19995,3/1/16
247,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,186533,5.7,22.2,16,114,2311,34871,0.765,5011,3/1/16
248,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,68140,5.9,23.4,13.8,140,1308,15305,0.728,3199,3/1/16
249,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,10757,5.3,21,14.8,19,275,3145,0.755,942,3/1/16
250,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,39315,5.4,21.7,18.6,39,856,12440,0.7,1327,3/1/16
251,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,19081,5.4,21.2,20.1,0,547,8006,0.655,567,3/1/16
252,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,20941,6.1,23.6,17,3,660,6798,0.551,564,3/1/16
253,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,56392,7.6,25.3,12.5,244,783,10489,0.728,4381,3/1/16
254,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,11345,4.9,20.6,20.8,0,255,2900,0.802,1772,3/1/16
255,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,436955,5.6,22.2,18.7,1384,4871,54988,0.647,5290,3/1/16
256,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,13948,4.8,20.4,20.9,2,379,3864,0.661,712,3/1/16
257,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,28222,5.8,21.1,19.6,16,721,10771,0.88,2658,3/1/16
258,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,88157,6,25.2,13.8,131,817,10120,0.8,2387,3/1/16
259,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,23596,5.6,22.6,18,11,586,6648,0.93,3148,3/1/16
260,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,14796,5.5,23.4,17.9,0,393,5029,0.909,2438,3/1/16
261,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,22719,5.3,21.7,16.8,0,407,4232,0.777,2047,3/1/16
262,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,73895,5.8,22.1,18.2,8,1250,15669,0.671,1772,3/1/16
263,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,16684,6,23,18.6,0,478,5876,0.658,3590,3/1/16
264,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,4134,5.7,23.3,18.4,1,152,1548,0.732,221,3/1/16
265,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,10402,5.8,22.2,19.2,8,400,3791,0.749,544,3/1/16
266,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,9241,5.7,22,19.6,0,340,3481,0.706,1236,3/1/16
267,65,68,65,59,62,0,71,0,400,0,1,7,0,0,0,1,0.022931579,-0.4767,0,136587,5.2,20.5,18.2,54,1967,25839,0.652,3676,3/1/16
268,28.31111111,35.875,32,15.87,29,1,39,0,457.9444444,0,1,7,0,0,0.1643,0,0.105095,-0.4404,0,88157,6,25.2,13.8,131,817,10120,0.035,421,3/1/16
269,28.31111111,12.1,0,0,32.9125,1,44,0,0,0,1,7,0,-0.025675,0,0,-0.01151,-0.6597,0,436955,5.6,22.2,18.7,1384,4871,54988,0.059,2987,3/1/16
270,28.31111111,35.25,27,26,45,1,50,0,400,0,1,7,0,0,0,0,0.02265,-0.1779,0,0,5.7,21.2,16.5,8,464,6611,0.036,123,3/1/16
271,28.31111111,11,0,0,10.7,1,0,0,0,0,1,7,0,0,0,0,0,0,0,10757,5.3,21,14.8,19,275,3145,0.021,84,3/1/16
272,28.31111111,0,0,0,47,1,67,0,0,0,1,7,0,0,0,0,0.066275,0,0,20941,6.1,23.6,17,3,660,6798,0.022,337,3/1/16
273,28.31111111,39.75,29,29,46.75,1,61,0,400,0,1,7,0,0,0.415575,0,0.079435,-0.6249,0,3670,6.3,21.4,14.9,1,112,0,0.042,23,3/1/16
274,28.31111111,39.75,29,30,57,1,52,0,400,0,1,7,0,0,0,0,-0.01536,-0.6633,0,28427,6.1,23.6,18,2,393,5711,0.027,86,3/1/16
275,28.31111111,44.5,40,39,0,1,17,0,1337,0,1,7,0,-0.559225,0.23845,0,-0.028583333,-0.8765,0,186533,5.7,22.2,16,114,2311,34871,0.048,957,3/1/16
276,28.31111111,44.5,42.5,40,11,1,12.8,0,400,0,1,7,0,0.1424,0.435675,0,0,0,0.2848,23237,5.9,21.4,18.3,8,515,6431,0.037,168,3/1/16
277,28.31111111,0,0,0,0,1,0,0,0,0,1,7,0,-0.271825,0.085,0,-0.015475,-0.6369,0,13948,4.8,20.4,20.9,2,379,3864,0.028,151,3/1/16
278,28.31111111,61.5,60,54,33.5,1,33.2,0,400,0,1,7,0,-0.0193,0.056575,0,0.007175,-0.6249,0,34073,6.4,24.2,15.2,78,703,7396,0.02,218,3/1/16
279,28.31111111,24,26,19,40,1,47,0,400,0,1,7,0,-0.074,0,0,-0.073016667,-0.296,0,11345,4.9,20.6,20.8,0,255,2900,0.032,68,3/1/16
280,28.31111111,12.1,0,0,0,1,0,0,0,0,1,7,0,0,0.574275,0,0.16122,-0.7184,0,23596,5.6,22.6,18,11,586,6648,0.027,125,3/1/16
281,28.31111111,65,65,65,56.75,1,52,0,799.6,0,1,7,0,0.1424,0.4404,0,0.366663636,0,0.4404,4352,5.3,21.6,19.4,0,190,2993,0.031,125,3/1/16
282,28.31111111,12.1,0,0,31.75,1,32,0,0,0,1,7,0,-0.256375,0.09505,0,-0.01121,-0.7579,0,4134,5.7,23.3,18.4,1,152,1548,0.024,106,3/1/16
283,28.31111111,38,29,29,0,1,15,0,1009.4,0,1,7,0,-0.118075,0.2388,0,0.100625,-0.5411,0,50080,6.1,23.7,15.9,58,954,12762,0.036,377,3/1/16
284,28.31111111,0,0,0,11,1,0,0,0,0,1,7,0,0,0,0,0.007175,-0.4824,0,61935,5.7,21.7,18.5,143,1226,19820,0.031,250,3/1/16
285,28.31111111,12.1,0,0,25,1,31,0,0,0,1,7,0,0,0.1643,0,0.105095,-0.4404,0,8667,5.5,21.4,20.4,3,194,2197,0.013,17,3/1/16
286,28.31111111,29,29,29,38.75,1,41,0,400,0,1,7,0,-0.2775,-0.227675,0,-0.628166667,-0.6597,-0.555,575,4.8,18.3,18.5,0,93,992,0.03,66,3/1/16
287,28.31111111,45,29,29,13,1,12.8,0,525,0,1,7,0,-0.044475,0.252375,0,0.14074,-0.3164,0.064,30271,5.9,22.1,19.8,8,834,10824,0.034,324,3/1/16
288,28.31111111,39.75,27,26,57,1,50,0,457.9444444,0,1,7,0,-0.0193,0.28445,0,0.02096,-0.6671,0,5640,6.1,22.7,18,2,211,3139,0.026,70,3/1/16
289,28.31111111,12.1,0,0,0,1,0,0,0,0,1,7,0,-0.224225,0.09545,0,-0.073016667,-0.6597,0,102291,5.9,22.5,17.6,77,1714,22185,0.027,558,3/1/16
290,28.31111111,46.5,40,42,0,1,15,0,400,0,1,7,0,-0.63605,0,0,-0.183714286,-0.6369,-0.1027,37229,6.3,23.6,15.4,17,766,11924,0.036,333,3/1/16
291,28.31111111,33.2,35,33,0,1,12.8,0,400,0,1,7,0,0.1424,0.435675,0,0,0,0.2848,33708,6.7,25.2,15.6,17,757,10420,0.026,23,3/1/16
292,28.31111111,29,29,29,26,1,23.54,0,400,0,1,7,0,0,0,0,0.066275,0,0,67915,6.2,24.7,15.7,31,1082,16841,0.025,325,3/1/16
293,28.31111111,12.1,0,0,32.75,1,37,0,0,0,1,7,0,0,0,0,0.066275,0,0,47884,5.9,23,14,259,1135,14056,0.036,634,3/1/16
294,28.31111111,11,0,0,48.5,1,67,0,0,0,1,7,0,-0.429075,0.085,0,-0.028583333,-0.7845,0,31909,6.1,22,16.7,26,723,9977,0.034,194,3/1/16
295,28.31111111,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0.02414,-0.4404,0,137966,5.7,22.1,17.3,79,2008,29796,0.033,616,3/1/16
296,28.31111111,33.2,38,35.8,42.5,1,43,0,1009.4,0,1,7,0,-0.559225,0.1366,0,0.077766667,0,0.2957,10869,5.4,21.7,19.6,0,306,3323,0.025,124,3/1/16
297,28.31111111,12.1,0,0,33,1,45,0,0,0,1,7,0,0,0.5754,0,0.16122,-0.6808,0,25389,6.6,24.3,15.9,13,510,9369,0.026,107,3/1/16
298,28.31111111,12.1,0,0,0,1,0,0,0,0,1,7,0,-0.164925,0.09545,0,0.01665,-0.6808,0,10402,5.8,22.2,19.2,8,400,3791,0.023,146,3/1/16
299,28.31111111,41,42.5,44,45,1,47,0,400,0,1,7,0,0,0,0,0.062914286,0,0,1226,5.9,23.3,17.9,4,99,1379,0.037,10,3/1/16
300,28.31111111,0,0,0,0,1,0,0,0,0,1,7,0,-0.224225,0,0,-0.073016667,-0.6369,0,3136,6.2,23.3,17.3,8,195,1966,0.021,24,3/1/16
301,28.31111111,12.1,0,0,0,1,0,0,0,0,1,7,0,-0.0369,0.336725,0,0.16342,0.4404,0,7415,5.5,21.2,20.8,17,293,2754,0.028,107,3/1/16
302,28.31111111,44.5,44,40,62,1,67.7,0,400,0,1,7,0,-0.051425,0,0,-0.073016667,-0.6597,0,177224,6.2,23.7,16.1,311,2702,43139,0.041,836,3/1/16
303,28.31111111,51.5,29,29,15,1,11,0,525,0,1,7,0,0,0.336725,0,0.155215,0,0,39315,5.4,21.7,18.6,39,856,12440,0.028,310,3/1/16
304,28.31111111,51.5,35.4,34,0,1,17,0,1009.4,0,1,7,0,-0.4003,0.085,0,-0.0447,-0.7351,0,1268154,6.6,23.1,14.3,2280,16232,319199,0.061,5711,3/1/16
305,28.31111111,0,0,0,56,1,50,0,0,0,1,7,0,0,0.2153,0,0.13875,-0.4404,0,6008,5,21.7,20.5,0,241,2943,0.029,103,3/1/16
306,28.31111111,33.2,32,33,31.75,1,37,0,400,0,1,7,0,0,0,0,0.062914286,0,0,136587,5.2,20.5,18.2,54,1967,25839,0.055,983,3/1/16
